Name,Soundex,Frequency,ZipfPopularity
Kevan,K150,1,1
Kevern,K165,2,3
Keverne,K165,1,1
Kevett,K130,1,3
Kevile,K140,1,366
Key,K000,5,1
Keye,K000,1,2
Keyes,K200,1,2
Keylougher,K426,1,1
Keys,K200,1,9
Keyte,K300,1,3
Keyworth,K630,2,24
Keyzor,K260,1,1
Kick,K200,1,1
Kidby,K310,1,3
Kidd,K300,8,1
Kidgell,K324,1,1
Kidger,K326,1,1
Kidmow,K350,1,2
Kidney,K350,2,1
Kiely,K400,1,1
Kiernan,K655,1,13
Kievell,K140,1,1
Kilbride,K416,1,1700
Kilburn,K416,3,3
Kilbury,K416,1,34
Kilby,K410,1,4552
Kildall,K434,1,14
Kilding,K435,1,67
Kilfoyle,K414,1,3
Kilgour,K426,1,1
Kilivan,K415,1,1
Kilkenny,K425,2,1
Killboy,K410,1,1
Killen,K450,2,5
Killer,K460,3,1
Killick,K420,4,1
Killingbeck,K452,1,2
Killingworth,K452,1,4
Killoe,K400,1,8
Killoran,K465,1,13
Kilmartin,K456,1,1
Kilmurray,K456,1,25
Kilner,K456,5,1
Kilrane,K465,1,349
Kilroy,K460,2,1
Kilshaw,K420,1,2
Kimber,K516,5,1
Kimble,K514,2,2
Kimbrey,K516,1,8
Kime,K500,1,4
Kimmins,K552,1,7
Kimpton,K513,2,26
Kincleln?,K524,1,2
Kindell,K534,1,124
Kinder,K536,2,1
Kindle,K534,1,1
King,K520,105,2
Kingdon,K523,5,1
Kinge,K520,1,8
Kingham,K525,4,107
Kinghom,K525,2,1
Kinghorn,K526,1,46
Kingman,K525,2,2
Kings,K520,3,338
Kingsford,K521,1,2
Kingsland,K524,1,2
Kingston,K523,4,1
Kington,K523,1,2
Kingzett,K523,1,1
Kinman,K550,1,42
Kinnear,K560,1,6
Kinnersley,K562,1,2
Kinnersly,K562,1,9
Kinrade,K563,1,268
Kinsey,K520,6,7
Kinsley,K524,1,1
Kinsman,K525,3,4
Kippax,K120,1,3
Kippen,K150,1,5
Kirby,K610,21,1
Kirk,K620,12,1
Kirkbride,K621,3,5
Kirkbright,K621,1,160
Kirkby,K621,5,1
Kirkham,K625,12,7
Kirkland,K624,5,1
Kirkley,K624,1,8
Kirkman,K625,4,93
Kirkpatrick,K621,1,18
Kirkwood,K623,1,6
Kirman,K655,2,6
Kirsby,K621,1,1
Kirse,K620,1,4
Kirsopp,K621,1,4
Kirtland,K634,1,5
Kirtley,K634,1,2
Kirtlond,K634,2,11
Kirton,K635,5,2
Kisby,K210,1,1
Kislingbury,K245,1,1
Kissack,K220,1,1
Kitch,K320,1,1
Kitchen,K325,11,1
Kitchener,K325,1,1
Kitchenman,K325,1,19
Kitching,K325,4,11
Kitchingman,K325,2,1
Kitchner,K325,1,1
Kite,K300,8,143778
Kitson,K325,10,1
Kitto,K300,1,7
Kitts,K320,1,1
Kivel,K140,1,28
Kivell,K140,1,1
Kivill,K140,1,2
Knaggs,K520,2,30
Knapman,K515,1,4
Knapp,K510,2,63
Knapton,K513,2,1
Kneebone,K515,1,112
Kneeshaw,K520,1,1
Kneller,K546,1,1
Knibb,K510,1,14
Knibbs,K512,2,6
Knierion,K565,1,1
Knight,K523,84,1
Knightley,K523,2,73
Knighton,K523,6,4
Knights,K523,10,7
Knipe,K510,1,1
Kniveton,K513,1,2
Knock,K520,1,1
Knockey,K520,1,16
Knoppe,K510,1,3
Knott,K530,19,1
Knowler,K546,1,6
Knowles,K542,32,1
Knowlson,K542,1,1
Knowlton,K543,2,2
Knowsley,K524,1,13175
Knox,K520,6,1
Koe,K000,1,938
Koerner,K656,1,1
Koetzow,K320,1,7
Kohn,K500,1,1
Kolgatt,K423,1,120
Koster,K236,1,12
Kurran,K650,1,1
Kyezor,K260,1,3
Kyme,K500,1,113
Kynaston,K523,2,26
L Estrange,L236,2,2
La Fare,L160,1,4
Labbet,L130,1,29
Labdon,L135,1,1
Labourn,L165,2,3
Labrey,L160,1,7
Lace,L200,1,1
Laceby,L210,1,5
Lacey,L200,15,2
Lachohee,L200,1,3
Lack,L200,2,87
Lackbenny,L215,1,6
Lacon,L250,2,116
Lacy,L200,5,1
Ladbrooke,L316,1,2
Ladd,L300,2,392
Ladell,L340,1,2
Lafargue,L162,1,73
Lager,L260,1,195
Lague,L200,1,13
Laidlaw,L340,1,1
Laidler,L346,2,4
Laight,L230,2,21
Laing,L520,2,8
Laister,L236,1,42
Lait,L300,2,1
Lake,L200,13,6
Lakeman,L255,1,1
Laken,L250,1,2
Laker,L260,3,4
Lakin,L250,2,1
Laking,L252,1,2
Lally,L400,1,2
Lamacraft,L526,1,1
Lamar,L560,1,2
Lamb,L510,31,3
Lambard,L516,1,5
Lambat,L513,1,82
Lambe,L510,1,1
Lambert,L516,42,1
Lamberth,L516,2,3
Lambkin,L512,2,1
Lamble,L514,1,3
Lambon,L515,1,1
Lambord,L516,1,1
Lambourn,L516,1,3
Lambrick,L516,1,135
Lambshead,L512,1,1
Lamey,L500,1,952
Lamkin,L525,1,1
Lamley,L540,1,4
Lammeman,L555,1,1
Lammemant,L555,1,1
Lammiman,L555,2,4
Lampard,L516,1,2
Lampe,L510,1,249
Lamplugh,L514,1,2
Lamsdale,L523,1,1
Lancashire,L522,3,1
Lancaster,L522,10,1
Lancefield,L521,1,2
Lancer,L526,1,9
Lancett,L523,1,26
Lanchester,L522,1,1
Land,L530,4,128
Landan,L535,1,1
Lander,L536,5,1
Landers,L536,1,1
Landfear,L531,1,2
Landless,L534,1,1
Landon,L535,1,1
Landreth,L536,1,1
Lane,L500,60,703
Lanes,L520,2,2
Lang,L520,5,1
Langabeer,L521,1,1
Langborne,L521,1,1
Langdale,L523,2,3
Langdon,L523,8,3
Langdown,L523,2,367
Langfield,L521,1,1
Langford,L521,14,2
Langham,L525,6,2
Langhorn,L526,4,1
Langhorne,L526,1,1
Langhurst,L526,1,2
Langley,L524,15,30
Langmaid,L525,2,2
Langman,L525,2,1
Langridge,L526,5,1
Langsford,L521,1,16
Langshaw,L520,1,1
Langstaff,L523,1,1
Langston,L523,1,1
Langstone,L523,3,1
Langton,L523,5,1
Langtree,L523,1,3
Langworth,L526,1,14
Langworthy,L526,1,7861
Langworthye,L526,2,3
Lanham,L550,2,2
Lanigan,L525,1,1
Lanley,L540,1,19
Lannan,L550,1,47
Lanning,L552,1,1
Lansbury,L521,1,3
Lansdell,L523,1,1
Lansdown,L523,2,2
Lansley,L524,1,25
Lanyon,L550,1,2
Lapish,L120,2,4
Lapper,L160,1,14
Lapthorne,L136,1,4
Lapworth,L163,2,10
Laramy,L650,2,128
Larard,L663,1,8
Larbey,L610,1,1
Larby,L610,2,1
Larcher,L626,1,1
Larcomb,L625,1,1
Larcumb,L625,1,11
Lardelli,L634,1,1
Larder,L636,1,4
Lardner,L635,3,31
Large,L620,10,114
Lark,L620,3,5
Larke,L620,2,245
Larkin,L625,8,1
Larkman,L625,1,5
Larner,L656,2,1
Larrand,L653,1,49
Larter,L636,1,1
Larwood,L630,1,1
Lasenby,L251,1,1
Lash,L200,1,2
Lashmar,L256,1,1
Lashmer,L256,1,1
Laslett,L243,1,1
Lassey,L200,1,24
Lasson,L250,1,30
Last,L230,3,1
Latemir,L356,1,5
Latham,L350,20,181
Lather,L360,1,2
Latherly,L364,1,13
Lathwell,L340,1,7
Latimer,L356,3,6
Latmar,L356,1,3
Latter,L360,3,2
Latterthwaite,L363,1,21
Latus,L320,2,1
Lauer,L600,1,1
Laugharne,L265,1,1
Laugher,L260,1,20
Laughton,L235,4,2
Laukenan,L255,1,1
Laurance,L652,1,510
Laurence,L652,6,5
Laurenson,L652,4,3
Laurent,L653,1,2
Lavallin,L145,1,8
Lavell,L140,3,683
Laven,L150,2,1
Lavender,L153,3,3
Laver,L160,5,461
Laverack,L162,3,4
Laverick,L162,5,28
Lavers,L162,1,1
Lavin,L150,3,164
Lavis,L120,1,1
Law,L000,22,1
Lawday,L300,1,15
Lawe,L000,1,9
Lawer,L600,2,2
Lawes,L200,1,3
Lawford,L163,2,4
Lawler,L460,2,1
Lawless,L420,3,950
Lawley,L400,5,2
Lawn,L500,2,1
Lawrance,L652,5,2
Lawrence,L652,39,2
Lawrenceson,L652,1,107
Lawrie,L600,1,1
Lawrinson,L652,1,1
Lawry,L600,1,4
Laws,L200,7,5
Lawson,L250,21,49
Lawton,L350,15,4
Laxton,L235,1,1
Lay,L000,4,4
Laybourne,L165,1,5
Laycock,L220,9,115
Laye,L000,1,1
Layfield,L143,4,23225
Layland,L453,2,1
Laylor,L460,1,2
Layton,L350,4,7
Layzell,L240,1,2
Lazenby,L251,5,7
Le Fevre,L116,1,1
Le Lievre,L416,1,1
Le Neve,L510,1,38
Le Normand,L565,1,6376
Le Pifre,L116,1,18
Le Reux,L620,1,20
Le Strange,L236,1,1
Lea,L000,20,3
Leach,L200,16,7
Leacock,L220,1,1
Lead,L300,1,1
Leadbetter,L313,4,1
Leader,L360,3,2
Leadill,L340,1,1
Leadley,L340,1,9
Leadsom,L325,1,22
Leaf,L100,1,1
Leafe,L100,1,2
Leah,L000,3,509
Leahey,L000,1,3
Leahy,L000,1,19
Leak,L200,3,1012
Leake,L200,1,1
Leaker,L260,2,93
Leakey,L200,1,2
Leakin,L250,1,1113
Leaman,L550,2,4
Leamin,L550,1,1
Leamon,L550,1,401
Lean,L500,2,18
Leaner,L560,1,1
Leaney,L500,3,4
Leaning,L552,1,1
Lear,L600,4,9
Learmouth,L653,1,2
Learner,L656,1,18
Leary,L600,6,2
Leason,L250,1,2
Leat,L300,1,2
Leath,L300,1,1
Leatham,L350,3,2
Leather,L360,7,1
Leatheren,L365,1,12
Leathes,L320,1,8
Leathley,L340,2,3
Leaver,L160,3,1
Leavett,L130,1,4
Leavey,L100,1,1
Leaviss,L120,2,1
Leavy,L100,1,1
Lebbon,L150,1,1
Lecher,L260,1,776
Leck,L200,1,1
Leckenley,L254,2,1
Leckie,L200,1,4
Lecocq,L220,1,4
Leconby,L251,1,1
Lecoster,L223,1,66
Ledbetter,L313,1,1
Ledbitter,L313,1,1
Leddon,L350,1,1
Ledfield,L314,1,1
Ledgard,L326,1,45
Ledger,L326,6,1
Lednor,L356,1,2
Ledsham,L325,2,25
Ledster,L323,1,7
Ledward,L363,1,1
Ledwich,L320,1,1
Lee,L000,107,2
Leebeater,L136,1,4
Leech,L200,12,35
Leedale,L340,1,1
Leedel,L340,1,1
Leeder,L360,2,2563
Leedes,L320,1,2
Leedham,L350,3,4
Leek,L200,4,1
Leeman,L550,2,1
Leeming,L552,2,1
Lees,L200,27,1
Leeson,L250,2,2
Leeves,L120,1,11
Lefever,L116,1,1
Lefroy,L160,1,4
Leg,L200,1,11
Legg,L200,7,2
Leggatt,L230,1,27
Legge,L200,2,40
Leggett,L230,2,1
Legrand,L265,1,2
Lehon,L500,1,1
Leigh,L200,16,5
Leightley,L234,1,6
Leighton,L235,12,1
Leist,L230,1,2
Lelen,L450,1,635
Leleux?,L420,1,1
Lelly,L400,2,1
Lely,L400,1,9
Lemmon,L550,1,12
Lemon,L550,4,5
Lenehan,L550,1,1
Leney,L500,1,1
Leng,L520,6,39
Lennan,L550,1,1
Lennard,L563,2,2
Lennon,L550,1,444
Lennox,L520,1,2
Leno,L500,1,1
Lenox,L520,1,1
Lent,L530,1,1
Lenthall,L534,1,1
Lenton,L535,3,4
Leonard,L563,12,1
Leopard,L163,2,4
Leslie,L240,2,2
Lesseter,L236,1,1
Lester,L236,3,2
Letford,L316,1,4
Lethbridge,L316,1,390
Lettin,L350,1,5
Letts,L320,1,18
Lettsom,L325,1,2
Leuty,L300,1,1
Lever,L160,5,1
Leveredge,L163,1,8
Leverick,L162,1,1
Levers,L162,2,1
Leverton,L163,1,8
Levesque,L120,1,1
Levett,L130,3,13
Levey,L100,1,1
Levin,L150,1,70
Levinge,L152,1,1
Levissohn,L125,1,1
Levitt,L130,7,13
Levy,L100,6,2
Lewarn,L650,1,3
Lewelyn,L450,1,87
Lewen,L500,1,4
Lewes,L200,1,58
Lewies,L200,1,3
Lewin,L500,6,1
Lewington,L523,3,21
Lewis,L200,192,1
Lewry,L600,1,2
Lewsky,L200,1,3
Lewsley,L240,1,2
Lewthwaite,L330,1,1
Lewty,L300,3,1
Ley,L000,3,2
Leyland,L453,2,1
Leyshon,L250,1,500
Lialter,L436,2,7
Lichfield,L214,1,1
Lichfold,L214,2,1
Lickbarrow,L216,1,22
Lickers,L262,1,13
Liddall,L340,1,1
Lidde,L300,1,3
Liddell,L340,6,16
Liddiard,L363,2,9
Liddicate,L323,1,269
Liddle,L340,11,1
Lidsey,L320,2,6
Lidster,L323,2,8
Lidzy,L320,1,303
Liepman,L155,1,1
Lifety,L130,1,1
Ligget,L230,1,92
Liggett,L230,2,6
Light,L230,4,1
Lightbourn,L231,1,1
Lighterness,L236,1,1
Lightfoot,L231,11,2
Lighting,L235,1,1
Lightly,L234,1,9
Lightowler,L234,3,279
Lightowlers,L234,2,2
Ligo,L200,1,19
Liley,L400,1,9
Lill,L400,2,1
Lilley,L400,5,4
Lilleystone,L423,1,1
Lilliaman,L455,1,11
Lillicrap,L426,1,2
Lillie,L400,1,3
Lilliman,L455,1,1
Lilliott,L430,1,1
Lillis,L420,1,34
Lilliss,L420,1,64
Lilly,L400,5,1
Lillycrap,L426,1,1
Lilwall,L440,1,3
Lima,L500,1,4
Limb,L510,2,1
Limbert,L516,1,1
Limer,L560,1,1615
Liming,L552,1,2
Limmer,L560,1,2
Limming,L552,1,60
Limon,L550,1,4
Lin,L500,1,1
Linbourn,L516,1,1
Lincoln,L524,4,1
Lincolne,L524,1,2
Lind,L530,1,97
Lindale,L534,1,10
Lindford,L531,1,22
Lindley,L534,5,1
Lindon,L535,3,152
Lindop,L531,1,174
Lindrea,L536,1,10
Lindridge,L536,1,2
Lindsay,L532,8,6
Lindsell,L532,2,58
Lindsey,L532,6,6
Lindsley,L532,2,1
Line,L500,2,1
Lineham,L550,1,1
Lines,L520,6,1
Linfoot,L513,2,121
Linford,L516,2,419
Ling,L520,11,98
Lingard,L526,7,1
Lingell,L524,1,3
Linger,L526,1,3
Lingley,L524,1,15
Lingwood,L523,3,1
Linington,L552,1,3
Link,L520,3,1
Linley,L540,3,1
Linnell,L540,1,1
Linney,L500,1,3
Linnington,L552,1,1
Linnitt,L530,1,1
Linsdell,L523,3,1
Linsey,L520,1,1
Linsley,L524,1,3
Lintern,L536,3,1
Linthwaite,L533,1,2
Lintin,L535,1,4
Linton,L535,2,3
Linwood,L530,1,9
Lion,L500,1,1
Lippiatt,L130,1,1
Lipscomb,L125,1,2
Lipscombe,L125,3,2
Liptrot,L136,1,3
Liquorish,L262,1,53
Lish,L200,1,2
Lisle,L240,2,1
Lismer,L256,1,4
Lismore,L256,1,54
Lisseter,L236,1,1
Lister,L236,22,2
Litchfield,L321,1,4
Litherland,L364,2,1
Litt,L300,1,3
Littel,L340,1,1
Litten,L350,3,2
Little,L340,25,1
Littleboy,L341,3,1
Littlechild,L342,1,1
Littlefield,L341,2,2
Littleproud,L341,1,2
Littler,L346,6,1
Littleton,L343,1,2
Littlewood,L343,2,28
Liveney,L150,1,3
Liverick,L162,1,1
Livermore,L165,1,1
Liversage,L162,2,1
Liversedge,L162,1,1
Liversige,L162,1,1
Livesey,L120,5,1
Livesley,L124,1,2
Livett,L130,3,10
Livingston,L152,3,1
Livsey,L120,3,1
Llewellin,L450,1,30
Llewellyn,L450,6,1
Llewelyn,L450,1,2
Llewhelyn,L450,1,4
Llott,L300,1,75
Lloyd,L300,74,2
Llurllin,L645,1,1
Loader,L360,4,35
Loadman,L355,1,1
Loaf,L100,1,53
Loane,L500,1,9
Lobb,L100,4,20
Lobey,L100,1,31
Lobley,L140,2,1
Lock,L200,17,5
Lockam,L250,1,4
Locke,L200,5,1
Lockett,L230,4,27
Lockey,L200,4,8
Lockhard,L263,1,193
Lockington,L252,1,16
Lockley,L240,2,2
Lockwood,L230,15,30
Lockyer,L260,8,19
Locock,L220,2,1
Lodder,L360,2,14
Loden,L350,1,4
Loder,L360,2,1
Lodge,L320,11,3
Lodwock,L320,1,3
Loe,L000,1,2
Lofershaw,L162,1,1
Loft,L130,1,1
Lofthouse,L132,6,2
Lofting,L135,1,1
Lofts,L132,1,5
Logan,L250,5,1
Logg,L200,1,1
Logre,L260,1,7
Lohr,L600,1,8
Loinsworth,L526,1,1
Lole,L400,1,2
Lolley,L400,1,234
Lomas,L520,12,2
Lomasney,L525,1,33
Lomax,L520,7,1
Lombard,L516,1,156
Lombardini,L516,1,64
Lond,L530,1,3
London,L535,2,4
Loney,L500,1,19
Long,L520,38,2
Longbottom,L521,4,1
Longcroft,L526,1,1
Longden,L523,6,1
Longdon,L523,1,2
Longfoot,L521,2,30
Longford,L521,2,15
Longhorn,L526,1,1
Longhurst,L526,2,1
Longley,L524,1,1
Longman,L525,1,8
Longmate,L525,1,1
Longmire,L525,1,1
Longrigg,L526,1,8230
Longshaw,L520,1,1
Longson,L525,1,1
Longstaff,L523,4,7
Longstreet,L523,1,58
Longthorne,L523,1,1
Longton,L523,1,1
Longworth,L526,8,2
Lonley,L540,1,1
Lonsdale,L523,7,1
Look,L200,1,2
Looker,L260,2,7
Loom,L500,1,1
Loomes,L520,3,8
Looney,L500,2,1217
Loose,L200,1,1
Loosemore,L256,1,2
Loosmore,L256,1,3
Lorain,L650,1,1
Lord,L630,40,7
Lorkins,L625,1,5
Lorley,L640,1,78
Lormer,L656,1,7
Lort,L630,1,9
Loseby,L210,1,29
Lotcho,L320,1,2
Lotherington,L365,1,1
Loton,L350,1,19
Lott,L300,3,2
Louch,L200,1,2
Loud,L300,1,22
Loudsey,L320,1,2
Louth,L300,1,3
Louvet,L130,1,1
Lovatt,L130,8,3
Love,L100,10,1
Loveday,L130,3,1
Lovegrove,L126,2,2
Lovejoy,L120,1,1
Lovel,L140,1,22
Lovelace,L142,1,1
Loveland,L145,1,3
Loveless,L142,3,3
Lovell,L140,10,4
Lovelock,L142,3,6
Lovely,L140,2,25
Lovering,L165,1,1
Lovet,L130,1,1
Lovett,L130,1,1
Lovewell,L140,1,1
Loveze,L120,1,2
Lovibond,L115,1,16
Lovick,L120,1,15
Low,L000,3,2
Lowdon,L350,2,3326
Lowe,L000,44,1
Lowen,L500,2,6
Lowens,L520,1,27
Lower,L600,2,18
Lowery,L600,2,3
Lowes,L200,5,15
Loweth,L300,2,1
Lowings,L520,1,1
Lowish,L200,1,37
Lowles,L420,1,6
Lowley,L400,1,1
Lowman,L550,2,2
Lowndes,L532,4,1
Lownds,L532,1,5
Lowrey,L600,2,1
Lowry,L600,2,2
Lowth,L300,1,6
Lowther,L360,4,5
Lowthian,L350,1,1
Lowthin,L350,1,1
Loxley,L240,1,1
Loxton,L235,2,1
Loyd,L300,3,1
Loydell,L340,1,1
Loynd,L530,1,2
Loynds,L532,1,1049
Loyns,L520,1,3
Luarey,L600,1,2
Lucas,L220,29,1
Lucass,L220,1,1
Luce,L200,1,6
Luck,L200,3,2
Lucken,L250,2,223
Luckes,L220,1,1
Luckett,L230,2,2
Luckham,L250,1,3
Luckhurst,L262,1,3
Lucy,L200,3,6
Ludford,L316,1,1
Ludlam,L345,1,1
Ludlow,L340,3,7
Luff,L100,5,4
Lufkin,L125,1,5
Lugg,L200,2,1
Lugsden,L235,1,10
Luin,L500,1,505
Luke,L200,6,300
Luker,L260,1,1
Lukes,L220,1,1
Luland,L453,1,1
Lulham,L450,1,1
Lullan,L450,1,1
Lumb,L510,9,3
Lumbers,L516,1,2
Lumbler,L514,1,2
Lumby,L510,1,1
Lumley,L540,2,2
Lummas,L520,1,1
Lummis,L520,1,1
Lund,L530,8,1
Lundie,L530,2,362
Lundy,L530,1,2
Lunn,L500,11,1
Lunnon,L550,1,144
Lunny,L500,1,7
Lunt,L530,5,2258
Luntley,L534,1,1
Lupham,L150,1,5
Lupton,L135,3,50
Luscombe,L251,3,5
Lush,L200,6,7
Lusha,L200,1,1
Lussey,L200,1,1
Lusty,L230,2,2
Lutener,L356,2,2
Luther,L360,2,1
Lutton,L350,1,36
Luty,L300,1,3
Luxford,L216,1,2
Luxham,L250,1,27
Luxton,L235,4,1
Luxun,L250,1,7
Lyah,L000,1,57
Lydaman,L355,1,1
Lyddiard,L363,1,21
Lyddon,L350,2,1
Lydford,L316,1,2
Lydon,L350,1,1
Lye,L000,2,426
Lyel,L400,1,15
Lyelle,L400,1,1
Lyes,L200,1,1
Lyle,L400,1,1
Lyman,L550,2,1
Lynam,L550,2,1
Lynch,L520,9,51
Lyndall,L534,1,378
Lyndon,L535,2,1
Lyne,L500,4,1
Lyness,L520,1,1
Lynham,L550,1,4
Lynn,L500,4,1
Lyon,L500,10,6
Lyons,L520,10,2
Lythe,L300,1,16
Lythell,L340,1,4
Lythgoe,L320,2,72
Lythill,L340,1,15
Lyuo,L000,1,3
M”llendown,M453,1,3
Maa,M000,1,1
Maas,M200,1,4
Mabin,M150,3,4
Mabley,M140,1,1
Mabry,M160,1,1
Macanara,M256,2,1
Macarthy,M263,1,1
Macartney,M263,1,185
Macbeth,M213,1,3
MacCabe,M210,1,1
MacCauley,M240,1,60306
Macdermott,M236,1,1
Macdonald,M235,2,4
MacDougall,M232,1,1
Mace,M200,9,2
Macey,M200,5,1
Macgaving,M215,1,1
MacGaw,M200,1,1
Machin,M250,6,3
Machon,M250,1,2
Macintosh,M253,1,4
Macintyre,M253,1,1
Mack,M200,1,13
Mackaness,M252,1,1
Mackay,M200,4,2
MackDonald,M235,1,2
Mackenzie,M252,2,1
Mackeo,M200,1,1
Mackereth,M263,1,75
Mackerill,M264,1,3
Mackesfield,M221,1,64
Mackey,M200,6,2
Mackie,M200,2,4
Mackinney,M250,1,4
Mackintosh,M253,1,2
Mackley,M240,1,35
Mackness,M252,2,4
Mackrel,M264,1,30
Mackrell,M264,1,1
Mackriff,M261,1,2
MacLaren,M246,1,12
Maclean,M245,2,2
Macmahon,M255,1,1
MacMin,M255,1,118
MacNally,M254,1,1
Macnamara,M255,1,4
Macnay,M250,1,37
Macpherson,M216,1,2
Macquaid,M230,1,4
Macrow,M260,3,1
Maddams,M352,2,1
Maddan,M350,1,1
Maddern,M365,1,1
Madders,M362,1,1
Madderson,M362,1,2
Maddeys,M320,1,45
Maddicks,M320,1,1
Maddinson,M352,1,1
Maddison,M325,9,1
Maddock,M320,11,2
Maddocks,M320,9,1
Maddon,M350,2,1
Maddox,M320,5,1
Madeley,M340,1,1
Maden,M350,4,4
Madge,M320,3,8
Madgin,M325,2,3
Madin,M350,1,1
Madock,M320,1,22
Madren,M365,1,7
Magaa,M200,1,12
Magee,M200,4,19
Magen,M250,2,1
Maggs,M200,6,1
Maginnis,M252,1,4
Magnall,M254,1,6
Magnay,M250,2,4
Magnus,M252,1,1
Magrath,M263,1,1638
Magub,M210,1,1
Maguire,M260,6,1
Mahady,M300,1,1
Mahan,M500,1,1
Maher,M600,3,1
Mahon,M500,2,29
Mahone,M500,2,1
Mahoney,M500,2,4
Mahony,M500,4,8
Maiden,M350,4,1
Maidman,M355,1,46
Maidment,M355,4,1
Maidwell,M340,1,1
Maile,M400,2,25
Mailing,M452,1,1
Main,M500,7,1
Maines,M520,2,17
Mainland,M545,1,6
Mains,M520,1,3
Mainstone,M523,1,3
Mair,M600,1,62
Mairs,M620,1,4
Maisey,M200,1,4
Major,M260,13,1
Maken,M250,1,122
Maker,M260,1,2
Makin,M250,5,1
Malam,M450,2,1
Malarney,M465,1,4
Malbot,M413,1,1
Malbott,M413,2,72
Malbourn,M416,1,13
Malbourne,M416,1,1
Malcolm,M424,2,20
Malcom,M425,1,2
Male,M400,2,1
Maley,M400,1,1
Malherbe,M461,1,7
Malin,M450,1,1
Maling,M452,2,2
Malins,M452,2,2
Malkin,M425,6,2
Mallalieu,M440,2,2
Mallaliew,M440,1,4
Mallard,M463,5,10
Mallet,M430,2,5
Mallett,M430,5,1
Malley,M400,5,6
Mallin,M450,1,1
Mallinson,M452,2,1
Mallison,M425,1,331
Mallord,M463,1,2
Mallyon,M450,1,2
Malone,M450,4,5
Maloney,M450,5,45
Malony,M450,2,2
Malpas,M412,2,1
Malpass,M412,1,46
Malser,M426,1,1
Malt,M430,1,5
Maltby,M431,4,20
Malthouse,M432,1,2119
Maltman,M435,2,1
Malton,M435,1,137674
Maltster,M432,1,3
Malvern,M416,1,17
Malye,M400,1,1
Malyon,M450,2,49
Man,M500,1,15
Manby,M510,2,1
Manchester,M522,1,4
Manchip,M521,1,59
Mandell,M534,1,2
Mander,M536,1,5
Manering,M565,1,1
Manes,M520,1,1
Maney,M500,1,1
Manfield,M514,3,2
Mangall,M524,1,1
Mangan,M525,2,8
Mangham,M525,1,1
Mangle,M524,1,1
Mangnall,M525,1,10
Manifold,M514,1,17
Manigan,M525,1,2
Manion,M550,4,2
Manks,M520,1,5
Manley,M540,7,1
Mann,M500,23,7
Mannakay,M520,1,4
Mannering,M565,1,2
Manners,M562,3,5
Manning,M552,23,1
Mannion,M550,1,4
Manns,M520,1,1
Manon,M550,1,6
Mansell,M524,6,10
Manser,M526,4,1
Mansfield,M521,3,3
Manthorp,M536,1,69
Mantle,M534,5,1
Manton,M535,1,2
Manuel,M540,1,2
Manvill,M514,1,1
Manwaring,M565,3,4
Mapelthorp,M143,1,1
Mapey,M100,1,9
Maplesden,M142,2,8
Mapleston,M142,2,1
Mapleton,M143,1,925
Mapletop,M143,1,34
Mapp,M100,1,1
Mapstone,M123,2,13
March,M620,4,2
Marcham,M625,1,1
Marchant,M625,6,1
Marchbank,M621,1,3
Marchington,M625,1,17
Marcon,M625,1,1
Marcroft,M626,2,4474
Mardell,M634,1,4
Mardle,M634,1,1
Mares,M620,2,36
Marfleet,M614,2,11
Margeri,M626,1,218
Margerison,M626,2,2
Margeson,M622,1,2
Margesson,M622,1,1
Margetts,M623,1,1
Marginson,M625,1,1
Margroy,M626,1,55
Marguery,M626,1,544
Margwick,M622,1,2
Marin,M650,1,4
Maris,M620,1,9
Marjoram,M626,1,6
Mark,M620,2,1
Marke,M620,1,10
Markerow,M626,1,1
Markham,M625,8,1
Markillio,M624,1,1
Markin,M625,1,13
Markland,M624,1,5
Markrum,M626,1,4
Marks,M620,13,1
Markwell,M624,1,55
Markwick,M622,1,26
Marland,M645,5,14
Marlborough,M641,2,3
Marley,M640,1,25
Marlon,M645,1,1
Marlor,M646,3,1
Marlow,M640,10,1
Marmon,M655,3,6
Marney,M650,1,1
Marples,M614,2,1
Marr,M600,1,10
Marra,M600,1,2
Marrack,M620,1,1
Marraud,M630,1,2
Marrell,M640,1,42
Marriage,M620,1,1
Marriner,M656,2,3
Marriot,M630,2,7
Marriott,M630,13,2
Marrit,M630,1,1
Marsden,M623,32,1
Marsh,M620,31,2
Marshall,M624,95,1
Marshellsey,M624,1,2
Marshfield,M621,1,10
Marshment,M625,1,1
Marsingall,M625,1,1
Marsland,M624,6,3
Marson,M625,3,1
Marsters,M623,1,1
Marston,M623,5,37
Mart,M630,1,1
Marten,M635,2,1
Martin,M635,140,1
Martindale,M635,7,3
Martineau,M635,1,1
Martins,M635,1,24
Martyn,M635,5,1
Marvell,M614,1,673
Marvin,M615,3,3
Marwood,M630,4,2
Marygold,M624,1,5
Masey,M200,4,9
Mash,M200,3,9
Maskell,M240,5,1
Maskerey,M260,1,1
Maskery,M260,1,7
Maskew,M200,1,5
Maskill,M240,2,11
Maslen,M245,3,1
Maslin,M245,3,5
Mason,M250,83,2
Maspoli,M214,1,120
Massam,M250,2,1
Massey,M200,19,4
Massie,M200,1,1
Masson,M250,1,4
Masterman,M236,1,2
Masters,M236,18,1
Masterson,M236,1,3
Matcham,M325,1,2
Mather,M360,15,1
Mathers,M362,2,10
Mathew,M300,1,4
Mathews,M320,17,3
